StartDate,EndDate,Status,Duplicate?,IP Address Check,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q2,Q3,Q4,Q5,Q16,Q7,Q23,Q8,Q30,Q31,Q35,Q23,Q24,Q25,Q26,total_no_tip,total_tip,mTurkCode
2017-04-03 20:23:46,2017-04-03 20:25:13,IP Address,,1,67.249.199.124,100,86,True,2017-04-03 20:25:13,R_1M5vaKGWiye8LVf,,,,,43.067199707031,-75.637802124023,anonymous,3,Spouse / significant other,Main course,"Water,Non-alcoholic beverages",8,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,Female,18-34,Strongly Agree,15,26,0,52
2017-04-03 20:35:23,2017-04-03 20:37:24,IP Address,,1,122.53.102.50,100,121,True,2017-04-03 20:37:24,R_1o5tM3f5XPNdwwb,,,,,7.0731048583984,125.61279296875,anonymous,3,"Friends,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",150,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",2,Extremely reasonable,,,,Male,18-34,Strongly Agree,20,0,23.6,20
2017-04-03 20:54:38,2017-04-03 20:56:40,IP Address,,1,75.141.103.99,100,122,True,2017-04-03 20:56:41,R_3KooAdYWBwIDug6,,,,,33.907104492188,-118.07669830322,anonymous,2,Family,Main course,Water,25,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat reasonable,,,,Female,18-34,Strongly Agree,15,0,35.24,87
2017-04-03 21:17:59,2017-04-03 21:19:04,IP Address,,1,98.219.142.198,100,64,True,2017-04-03 21:19:04,R_3Pt0sNdXrXHURCc,,,,,40.589004516602,-80.327903747559,anonymous,12,"Friends,Family,I eat alone",Main course,"Water,Non-alcoholic beverages",13,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,20,23,0,97
2017-04-03 22:00:28,2017-04-03 22:02:53,IP Address,,1,24.4.220.91,100,145,True,2017-04-03 22:02:54,R_1q8wsgvruvjSrxA,,,,,38.116500854492,-122.20909881592,anonymous,1,Spouse / significant other,"Main course,Dessert","Water,Non-alcoholic beverages",15,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat unreasonable,Female,18-34,Strongly Agree,10,26,0,12
2017-04-03 22:55:13,2017-04-03 22:58:02,IP Address,,1,71.84.91.160,100,168,True,2017-04-03 22:58:03,R_1N99epimg3sEtMr,,,,,34.099502563477,-117.58079528809,anonymous,4,"Friends,Spouse / significant other,Family",Main course,Water,16,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Female,50-64,Strongly Agree,20,23,0,63
2017-04-03 23:13:31,2017-04-03 23:15:24,IP Address,,1,67.86.167.112,100,112,True,2017-04-03 23:15:24,R_3O2of0DhEIlSEme,,,,,40.644897460938,-73.958297729492,anonymous,2,"Friends,Spouse / significant other,Family","Appetizer,Main course",Water,15,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Neither reasonable nor unreasonable,,,,Female,18-34,Strongly Agree,18,0,32,41
2017-04-03 23:18:48,2017-04-03 23:21:39,IP Address,,1,76.95.124.46,100,171,True,2017-04-03 23:21:40,R_8bQpWopqub1PdHr,,,,,33.660293579102,-117.99919891357,anonymous,8,Family,Main course,Water,15,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Female,18-34,Strongly Agree,20,23,0,98
2017-04-04 00:58:23,2017-04-04 00:59:45,IP Address,,1,104.237.86.49,100,81,True,2017-04-04 00:59:46,R_2SCVgvAVBfKCpEn,,,,,32.833404541016,-96.793601989746,anonymous,10,Spouse / significant other,Main course,Non-alcoholic beverages,10,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,Female,35-49,Strongly Agree,5,23,0,47
2017-04-04 01:30:03,2017-04-04 01:33:35,IP Address,,1,139.72.158.28,100,212,True,2017-04-04 01:33:35,R_3HSRrbo9u4OEEdW,,,,,44.880706787109,-93.185203552246,anonymous,12,"Friends,Colleagues,Family","Appetizer,Main course","Water,Non-alcoholic beverages",15,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",2,Somewhat unreasonable,,,,Male,18-34,Strongly Agree,10,0,21.44,63
2017-04-06 15:16:06,2017-04-06 15:17:37,IP Address,,1,76.170.99.180,100,90,True,2017-04-06 15:17:37,R_xFcPDfuuMvgj96N,,,,,34.466094970703,-118.57469940186,anonymous,2,Family,Main course,Water,40,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,Male,18-34,Strongly Agree,15,23,0,6429035
2017-04-06 19:44:54,2017-04-06 19:47:41,IP Address,,1,66.214.169.213,100,167,True,2017-04-06 19:47:41,R_3yoIYHEyXnc30Ah,,,,,34.089096069336,-118.09239959717,anonymous,15,"Friends,Spouse / significant other",Main course,"Water,Non-alcoholic beverages",20,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Somewhat unreasonable,,,,Female,35-49,Strongly Agree,20,0,24.6,5891113
2017-04-06 22:04:17,2017-04-06 22:06:06,IP Address,,1,72.69.119.109,100,108,True,2017-04-06 22:06:07,R_1n6l6OytryW33mc,,,,,40.722793579102,-73.516998291016,anonymous,5,Spouse / significant other,"Appetizer,Main course,Dessert","Non-alcoholic beverages,Beer or cider",30,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",5,Extremely reasonable,,,,Female,18-34,Strongly Agree,20,0,24.44,6543334
2017-04-08 13:27:24,2017-04-08 13:28:19,IP Address,,1,73.224.65.241,100,54,True,2017-04-08 13:28:20,R_2z6I1s1UaNspIHv,,,,,30.096603393555,-81.71900177002,anonymous,4,Spouse / significant other,Main course,"Water,Non-alcoholic beverages",15,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat unreasonable,Male,18-34,Strongly Agree,15,21,0,9776696
2017-04-08 13:27:41,2017-04-08 13:28:46,IP Address,,1,98.10.240.105,100,64,True,2017-04-08 13:28:46,R_PvTtkfarN8n45BT,,,,,43.089904785156,-77.637603759766,anonymous,2,Friends,"Appetizer,Main course","Water,Beer or cider",30,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,35-49,Strongly Agree,20,32,0,5846041
2017-04-08 13:33:48,2017-04-08 13:35:21,IP Address,,1,68.81.42.79,100,92,True,2017-04-08 13:35:21,R_3qe8mRdsqPFPLDq,,,,,40.270095825195,-75.403999328613,anonymous,4,Spouse / significant other,Main course,Non-alcoholic beverages,10,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat unreasonable,Female,50-64,Strongly Agree,20,26,0,9065247
2017-04-08 13:31:57,2017-04-08 13:36:09,IP Address,,1,158.83.72.210,100,252,True,2017-04-08 13:36:10,R_3NBSYDQpH3c3Cst,,,,,39.999694824219,-79.898300170898,anonymous,5,"Friends,Family","Appetizer,Main course",Water,20,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,10,0,24.44,9034532
2017-04-08 13:36:14,2017-04-08 13:37:49,IP Address,,1,71.31.91.146,100,94,True,2017-04-08 13:37:49,R_2ydXxaAsyVcZjxw,,,,,41.38639831543,-81.30419921875,anonymous,9,"Friends,I eat alone",Main course,Water,12,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat unreasonable,Female,35-49,Strongly Agree,20,21,0,8732740
2017-04-08 13:37:44,2017-04-08 13:41:03,IP Address,,1,208.58.104.140,100,199,True,2017-04-08 13:41:04,R_2ZP9wUqWu02tFYg,,,,,39.875106811523,-75.321403503418,anonymous,4,Family,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",15,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,8,Extremely reasonable,,,,Male,50-64,Strongly Agree,15,0,25.28,1571647
2017-04-08 13:40:39,2017-04-08 13:43:13,IP Address,,1,69.207.57.101,100,153,True,2017-04-08 13:43:14,R_2QQcCEmeq6KFmBJ,,,,,43.010894775391,-78.957397460938,anonymous,3,"Spouse / significant other,Family","Appetizer,Main course","Wine,Cocktails / mixed drinks",25,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $18",7,Somewhat unreasonable,,,,Female,35-49,Strongly Agree,20,0,38.32,7373259
2017-04-08 13:54:27,2017-04-08 13:56:15,IP Address,,1,74.109.2.35,100,107,True,2017-04-08 13:56:15,R_1nN1kPPsmeA7g45,,,,,40.124603271484,-75.538497924805,anonymous,6,Spouse / significant other,"Main course,Dessert","Water,Wine,Beer or cider,Cocktails / mixed drinks",25,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Female,50-64,Strongly Agree,18,32,0,910249
2017-04-08 13:55:15,2017-04-08 13:56:51,IP Address,,1,24.3.147.179,100,96,True,2017-04-08 13:56:51,R_3j1WewPIP6u7pmN,,,,,40.506805419922,-79.953598022461,anonymous,12,"Friends,Spouse / significant other,Family","Appetizer,Main course","Non-alcoholic beverages,Beer or cider",30,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,Male,18-34,Strongly Agree,20,33,0,8316433
2017-04-08 13:55:51,2017-04-08 13:57:46,IP Address,,1,75.115.4.216,100,115,True,2017-04-08 13:57:47,R_2AFmT6Fegudhz0P,,,,,28.08219909668,-82.523902893066,anonymous,4,"Friends,Family","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Cocktails / mixed drinks",22,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4,Somewhat reasonable,,,,Female,18-34,Strongly Agree,6,0,34.24,5900452
2017-04-08 14:06:45,2017-04-08 14:08:22,IP Address,,1,45.30.24.144,100,97,True,2017-04-08 14:08:23,R_248jSD7DtzcSgdu,,,,,37.931900024414,-121.69580078125,anonymous,4,"Spouse / significant other,Family",Main course,Water,15,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat unreasonable,Female,35-49,Strongly Agree,20,21,0,4524281
2017-04-08 14:11:50,2017-04-08 14:16:22,IP Address,,1,47.20.252.214,100,271,True,2017-04-08 14:16:22,R_Usy11HGK0Pihesp,,,,,40.620101928711,-73.986801147461,anonymous,10,"Friends,Family","Appetizer,Main course,Dessert","Water,Beer or cider,Cocktails / mixed drinks",25,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat unreasonable,Female,18-34,Strongly Agree,17,30,0,8033920
2017-04-08 14:21:31,2017-04-08 14:23:45,IP Address,,1,148.74.14.122,100,133,True,2017-04-08 14:23:46,R_2fm9HrbICyJpUtG,,,,,41.321792602539,-74.200798034668,anonymous,3,"Friends,Spouse / significant other","Appetizer,Main course,Dessert",Non-alcoholic beverages,60,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",3,Extremely reasonable,,,,Female,18-34,Strongly Agree,10,0,30,4148364
2017-04-08 14:39:23,2017-04-08 14:40:59,IP Address,,1,74.74.105.152,100,95,True,2017-04-08 14:40:59,R_1M56gw10ItSPiGe,,,,,42.104507446289,-79.251998901367,anonymous,1,Family,Main course,Non-alcoholic beverages,12,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,Female,35-49,Strongly Agree,15,30,0,8951466
2017-04-08 14:50:08,2017-04-08 14:51:15,IP Address,,1,98.111.230.90,100,66,True,2017-04-08 14:51:16,R_12tFVZGRm6qGNWx,,,,,40.423492431641,-79.758796691895,anonymous,7,"Friends,Family","Main course,Dessert","Water,Non-alcoholic beverages",20,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",4,Extremely reasonable,,,,Male,35-49,Strongly Agree,20,0,25.6,99147
2017-04-08 15:09:15,2017-04-08 15:11:02,IP Address,,1,97.84.69.195,100,106,True,2017-04-08 15:11:03,R_difq1OOeUgTQ0XT,,,,,37.069198608398,-121.55670166016,anonymous,5,"Friends,Family","Appetizer,Main course",Non-alcoholic beverages,9,,,,,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Female,18-34,Strongly Agree,20,37,0,8960715
2017-04-08 15:36:31,2017-04-08 15:39:51,IP Address,,1,104.34.108.179,100,199,True,2017-04-08 15:39:51,R_1NxlBZxPh3ZpgeX,,,,,34.281005859375,-118.55770111084,anonymous,4,"Friends,Spouse / significant other,Family","Main course,Dessert","Water,Non-alcoholic beverages",30,,,,,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat unreasonable,Female,35-49,Strongly Agree,15,31,0,3438782
2017-04-08 15:56:47,2017-04-08 15:58:22,IP Address,,1,71.230.37.237,100,94,True,2017-04-08 15:58:22,R_3EB7S1Xa058koxJ,,,,,39.985305786133,-75.436698913574,anonymous,10,Spouse / significant other,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",40,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",5,Extremely reasonable,,,,Female,35-49,Strongly Agree,15,0,24.44,2865050
2017-04-08 16:08:41,2017-04-08 16:10:22,IP Address,,1,47.150.65.25,100,101,True,2017-04-08 16:10:23,R_1jVOvDxXJwjSYHx,,,,,34.213302612305,-118.88000488281,anonymous,6,"Friends,Spouse / significant other,Family",Main course,Water,15,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",4,Somewhat reasonable,,,,Male,18-34,Strongly Agree,15,0,31,934315
2017-04-08 16:38:58,2017-04-08 16:40:12,IP Address,,1,104.228.143.186,100,73,True,2017-04-08 16:40:12,R_2w6MU0XfTHEOyUt,,,,,42.926406860352,-78.747901916504,anonymous,4,"Friends,Family,I eat alone",Main course,"Water,Beer or cider",20,,,,,One of our 5 national brand beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat unreasonable,Male,18-34,Strongly Agree,20,38,0,1669426
2017-04-08 16:44:04,2017-04-08 16:44:55,IP Address,,1,24.165.155.59,100,51,True,2017-04-08 16:44:55,R_2qEkQgzzTIWqDPI,,,,,42.106704711914,-80.107902526855,anonymous,6,"Friends,Spouse / significant other,Family","Appetizer,Main course","Water,Wine",56,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,5.5,Somewhat reasonable,,,,Female,18-34,Strongly Agree,10,0,31.42,222992
2017-04-08 17:53:42,2017-04-08 17:55:26,IP Address,,1,216.155.144.251,100,104,True,2017-04-08 17:55:27,R_xFx2GLgfGdcZwn7,,,,,40.465194702148,-74.230697631836,anonymous,10,"Friends,Spouse / significant other",Main course,"Water,Cocktails / mixed drinks",35,,,,,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,20,37,0,849862
2017-04-08 18:08:32,2017-04-08 18:09:53,IP Address,,1,74.72.217.190,100,80,True,2017-04-08 18:09:53,R_XOfDYjVWfnVlyx3,,,,,40.776901245117,-73.981300354004,anonymous,20,"Friends,Spouse / significant other","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages",30,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,20,0,26.6,3371985
2017-04-08 18:32:36,2017-04-08 18:34:16,IP Address,,1,70.209.130.176,100,100,True,2017-04-08 18:34:17,R_2sdqlyDCSn3OtXU,,,,,42.862503051758,-75.174697875977,anonymous,6,Spouse / significant other,Main course,Non-alcoholic beverages,15,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,Male,35-49,Strongly Agree,15,21,0,5057567
2017-04-08 18:34:04,2017-04-08 18:35:04,IP Address,,1,172.56.23.92,100,59,True,2017-04-08 18:35:05,R_2qzapQllL18wa2b,,,,,42.323303222656,-71.435203552246,anonymous,9,"Colleagues,Family",Appetizer,"Water,Wine,Beer or cider",45,One of our 20 draft craft beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Extremely reasonable,,,,Male,18-34,Strongly Agree,8,0,40.64,2123427
2017-04-08 18:57:29,2017-04-08 19:00:28,IP Address,,1,47.148.240.217,100,178,True,2017-04-08 19:00:28,R_24r5OHWiwuVKtEK,,,,,33.781799316406,-117.33169555664,anonymous,6,I eat alone,"Appetizer,Main course,Dessert",Non-alcoholic beverages,10,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Extremely unreasonable,Male,18-34,Strongly Agree,0,23,0,202067
2017-04-08 18:57:52,2017-04-08 19:00:35,IP Address,,1,50.49.213.108,100,163,True,2017-04-08 19:00:35,R_2rw1Ib1mjNyQTlc,,,,,41.558898925781,-74.148101806641,anonymous,1,Family,"Main course,Dessert",Non-alcoholic beverages,20,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,2.5,Somewhat unreasonable,,,,Female,35-49,Strongly Agree,15,0,19.78,9989227
2017-04-08 19:02:02,2017-04-08 19:03:25,IP Address,,1,174.134.80.35,100,82,True,2017-04-08 19:03:25,R_U9KTA9zuvhy2rG9,,,,,35.345596313477,-119.07559967041,anonymous,10,Spouse / significant other,Main course,Water,27,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat reasonable,Male,18-34,Strongly Agree,14,33,0,458676
2017-04-08 19:16:46,2017-04-08 19:17:54,IP Address,,1,50.184.97.26,100,68,True,2017-04-08 19:17:55,R_1eysM3ow7HMBZ7m,,,,,37.674499511719,-122.0883026123,anonymous,15,"Friends,I eat alone",Main course,"Non-alcoholic beverages,Beer or cider",15,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3.5,Somewhat reasonable,,,,Male,18-34,Strongly Agree,18,0,22.94,6671389
2017-04-08 20:21:39,2017-04-08 20:23:19,IP Address,,1,74.88.18.175,100,99,True,2017-04-08 20:23:19,R_1N3P4KJWO4ieNf8,,,,,40.873199462891,-73.081199645996,anonymous,6,Friends,"Appetizer,Main course,Dessert",Non-alcoholic beverages,40,,,,,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,Male,18-34,Strongly Agree,25,35,0,5539182
2017-04-08 20:45:22,2017-04-08 20:47:47,IP Address,,1,76.89.227.18,100,145,True,2017-04-08 20:47:48,R_1OHJhWpckeqBsjy,,,,,33.957107543945,-118.40409851074,anonymous,2,"Friends,Spouse / significant other,Colleagues","Appetizer,Main course,Dessert","Water,Wine",10,,,,,Red or white wine (from the wine list),"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat unreasonable,Female,35-49,Strongly Agree,5,45,0,9663851
2017-04-08 20:46:58,2017-04-08 20:51:01,IP Address,,1,108.185.185.234,100,243,True,2017-04-08 20:51:02,R_1mPZrnZdik1JV01,,,,,34.19059753418,-118.76370239258,anonymous,4,"Family,I eat alone",Main course,Water,13,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Extremely unreasonable,,,,Male,18-34,Strongly Agree,15,0,22.44,8764947
2017-04-08 22:12:49,2017-04-08 22:14:19,IP Address,,1,207.244.89.106,100,89,True,2017-04-08 22:14:19,R_VPZtT3u8GJQkItr,,,,,38.770095825195,-77.632102966309,anonymous,4,"Friends,Spouse / significant other",Main course,"Water,Wine,Cocktails / mixed drinks",50,,,,,Red or white wine (from the wine list),"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,Female,35-49,Strongly Agree,16,35,0,3837444
2017-04-08 23:27:39,2017-04-08 23:29:36,IP Address,,1,112.206.132.76,100,117,True,2017-04-08 23:29:37,R_3LdU1pWLrLL0hSa,,,,,14.253005981445,121.63739013672,anonymous,20,"Friends,Spouse / significant other,Family","Main course,Dessert","Water,Non-alcoholic beverages,Cocktails / mixed drinks",15,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",4,Extremely unreasonable,,,,Male,18-34,Strongly Agree,15,0,31,9663214
2017-04-08 23:33:40,2017-04-08 23:37:52,IP Address,,1,112.198.118.166,100,252,True,2017-04-08 23:37:53,R_3il2J2MORx18Pke,,,,,14.595504760742,120.97210693359,anonymous,5,Spouse / significant other,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",50,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,Male,18-34,Strongly Agree,15,30,0,6512167
2017-04-09 00:15:21,2017-04-09 00:17:12,IP Address,,1,188.210.5.33,100,110,True,2017-04-09 00:17:12,R_1FssYsADc28Gfku,,,,,0,0,anonymous,1,Spouse / significant other,"Appetizer,Main course","Non-alcoholic beverages,Beer or cider",30,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Somewhat reasonable,,,,Male,35-49,Strongly Agree,20,0,33.08,962739
2017-04-09 02:00:26,2017-04-09 02:03:01,IP Address,,1,207.62.144.209,100,154,True,2017-04-09 02:03:01,R_eVyhANtq5I9zqb7,,,,,36.679901123047,-121.78970336914,anonymous,2,"Friends,Family,I eat alone","Main course,Dessert",Water,16,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Neither reasonable nor unreasonable,Female,18-34,Strongly Agree,10,33,0,4298184
2017-04-09 02:40:01,2017-04-09 02:43:04,IP Address,,1,108.204.116.36,100,182,True,2017-04-09 02:43:05,R_3DhwId01rw8befC,,,,,33.735794067383,-118.29229736328,anonymous,5,Friends,Main course,"Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",20,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",3,Somewhat unreasonable,,,,Female,18-34,Strongly Agree,15,0,24.6,5683861
2017-04-09 02:54:27,2017-04-09 02:58:13,IP Address,,1,176.105.171.175,100,225,True,2017-04-09 02:58:13,R_1gwppxLihnrglyv,,,,,50.449996948242,30.523300170898,anonymous,5,"Friends,Colleagues",Main course,Water,50,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,Male,18-34,Strongly Agree,10,26,0,1684469
